Anodizado
Fecha: 10-Jan-2014 15:43:56
Tension	Corriente
5.753333e+001	6.036890e-004
5.760000e+001	6.022940e-004
5.766667e+001	6.010670e-004
5.773333e+001	5.998060e-004
5.780000e+001	5.993530e-004
5.786667e+001	5.972400e-004
5.793333e+001	5.966650e-004
5.800000e+001	5.988810e-004
5.806667e+001	5.975100e-004
5.813333e+001	5.969300e-004
5.820000e+001	5.970190e-004
5.826667e+001	5.963750e-004
5.833333e+001	5.970280e-004
5.840000e+001	5.962250e-004
5.846667e+001	5.959090e-004
5.853333e+001	5.948890e-004
5.860000e+001	5.942060e-004
5.866667e+001	5.930120e-004
5.873333e+001	5.925970e-004
5.880000e+001	5.917590e-004
5.886667e+001	5.919210e-004
5.893333e+001	5.911210e-004
5.900000e+001	5.908840e-004
5.906667e+001	5.925390e-004
5.913333e+001	5.918420e-004
5.920000e+001	5.912370e-004
5.926667e+001	5.907440e-004
5.933333e+001	5.901980e-004
5.940000e+001	5.918000e-004
5.946667e+001	5.946580e-004
5.953333e+001	5.957080e-004
5.960000e+001	5.947280e-004
5.966667e+001	5.950110e-004
5.973333e+001	5.929610e-004
5.980000e+001	5.953680e-004
5.986667e+001	5.916920e-004
5.993333e+001	5.924130e-004
6.000000e+001	5.914310e-004
6.000000e+001	5.877380e-004
6.000000e+001	5.850270e-004
6.000000e+001	5.832380e-004
6.000000e+001	5.809070e-004
6.000000e+001	5.768560e-004
6.000000e+001	5.754840e-004
6.000000e+001	5.725930e-004
6.000000e+001	5.714410e-004
6.000000e+001	5.672790e-004
6.000000e+001	5.656910e-004
6.000000e+001	5.619220e-004
6.000000e+001	5.591170e-004
6.000000e+001	5.557510e-004
6.000000e+001	5.545780e-004
6.000000e+001	5.520720e-004
6.000000e+001	5.501860e-004
6.000000e+001	5.478520e-004
6.000000e+001	5.461530e-004
6.000000e+001	5.445850e-004
6.000000e+001	5.425500e-004
6.000000e+001	5.391830e-004
6.000000e+001	5.372170e-004
6.000000e+001	5.368970e-004
6.000000e+001	5.348000e-004
6.000000e+001	5.321360e-004
6.000000e+001	5.311130e-004
6.000000e+001	5.298150e-004
6.000000e+001	5.283380e-004
6.000000e+001	5.247420e-004
6.000000e+001	5.214160e-004
6.000000e+001	5.191060e-004
6.000000e+001	5.172990e-004
6.000000e+001	5.143960e-004
6.000000e+001	5.142740e-004
6.000000e+001	5.129790e-004
6.000000e+001	5.107000e-004
6.000000e+001	5.080030e-004
6.000000e+001	5.065250e-004
6.000000e+001	5.046510e-004
6.000000e+001	5.027820e-004
6.000000e+001	5.013640e-004
6.000000e+001	4.995250e-004
6.000000e+001	4.984580e-004
6.000000e+001	4.967720e-004
6.000000e+001	4.946870e-004
6.000000e+001	4.934360e-004
6.000000e+001	4.929000e-004
6.000000e+001	4.925070e-004
6.000000e+001	4.917310e-004
6.000000e+001	4.871720e-004
6.000000e+001	4.867940e-004
6.000000e+001	4.876410e-004
6.000000e+001	4.841740e-004
6.000000e+001	4.843590e-004
6.000000e+001	4.829360e-004
6.000000e+001	4.812880e-004
6.000000e+001	4.782640e-004
6.000000e+001	4.786360e-004
6.000000e+001	4.765240e-004
6.000000e+001	4.716580e-004
6.000000e+001	4.704150e-004
6.000000e+001	4.674300e-004
6.000000e+001	4.623270e-004
6.000000e+001	4.611970e-004
6.000000e+001	4.606540e-004
6.000000e+001	4.600370e-004
6.000000e+001	4.582830e-004
6.000000e+001	4.551180e-004
6.000000e+001	4.549170e-004
6.000000e+001	4.529740e-004
6.000000e+001	4.539110e-004
6.000000e+001	4.484970e-004
6.000000e+001	4.433080e-004
6.000000e+001	4.418140e-004
6.000000e+001	4.387850e-004
6.000000e+001	4.359260e-004
6.000000e+001	4.352610e-004
6.000000e+001	4.354590e-004
6.000000e+001	4.330040e-004
6.000000e+001	4.298630e-004
6.000000e+001	4.271420e-004
6.000000e+001	4.249190e-004
6.000000e+001	4.257760e-004
6.000000e+001	4.253570e-004
6.000000e+001	4.232320e-004
6.000000e+001	4.226050e-004
6.000000e+001	4.206910e-004
6.000000e+001	4.173620e-004
6.000000e+001	4.159020e-004
6.000000e+001	4.133070e-004
6.000000e+001	4.109170e-004
6.000000e+001	4.084390e-004
6.000000e+001	4.085150e-004
6.000000e+001	4.061010e-004
6.000000e+001	4.044990e-004
6.000000e+001	4.040810e-004
6.000000e+001	4.018450e-004
6.000000e+001	4.001490e-004
6.000000e+001	3.989130e-004
6.000000e+001	3.981470e-004
6.000000e+001	3.965650e-004
6.000000e+001	3.949270e-004
6.000000e+001	3.930010e-004
6.000000e+001	3.916570e-004
6.000000e+001	3.893500e-004
6.000000e+001	3.881500e-004
6.000000e+001	3.860820e-004
6.000000e+001	3.851270e-004
6.000000e+001	3.844320e-004
6.000000e+001	3.817830e-004
6.000000e+001	3.811760e-004
6.000000e+001	3.796740e-004
6.000000e+001	3.783350e-004
6.000000e+001	3.759640e-004
6.000000e+001	3.737390e-004
6.000000e+001	3.713250e-004
6.000000e+001	3.693460e-004
6.000000e+001	3.679170e-004
6.000000e+001	3.661110e-004
6.000000e+001	3.643830e-004
6.000000e+001	3.633600e-004
6.000000e+001	3.619790e-004
6.000000e+001	3.609360e-004
6.000000e+001	3.594420e-004
6.000000e+001	3.584770e-004
6.000000e+001	3.572900e-004
6.000000e+001	3.550690e-004
6.000000e+001	3.527420e-004
6.000000e+001	3.529170e-004
6.000000e+001	3.524930e-004
6.000000e+001	3.506630e-004
6.000000e+001	3.489910e-004
6.000000e+001	3.476200e-004
6.000000e+001	3.463730e-004
6.000000e+001	3.463260e-004
6.000000e+001	3.454410e-004
6.000000e+001	3.440450e-004
6.000000e+001	3.436400e-004
6.000000e+001	3.438050e-004
6.000000e+001	3.434160e-004
6.000000e+001	3.418560e-004
6.000000e+001	3.393090e-004
6.000000e+001	3.380360e-004
6.000000e+001	3.368670e-004
6.000000e+001	3.353180e-004
6.000000e+001	3.334400e-004
6.000000e+001	3.311710e-004
6.000000e+001	3.300560e-004
6.000000e+001	3.287910e-004
6.000000e+001	3.276770e-004
6.000000e+001	3.273260e-004
6.000000e+001	3.292230e-004
6.000000e+001	3.282670e-004
6.000000e+001	3.239510e-004
6.000000e+001	3.228460e-004
6.000000e+001	3.237000e-004
6.000000e+001	3.221170e-004
6.000000e+001	3.212170e-004
6.000000e+001	3.198360e-004
6.000000e+001	3.180810e-004
6.000000e+001	3.173340e-004
6.000000e+001	3.153890e-004
6.000000e+001	3.133290e-004
6.000000e+001	3.120520e-004
6.000000e+001	3.109040e-004
6.000000e+001	3.104770e-004
6.000000e+001	3.079300e-004
6.000000e+001	3.070600e-004
6.000000e+001	3.041470e-004
6.000000e+001	3.032820e-004
6.000000e+001	3.030120e-004
6.000000e+001	3.005450e-004
6.000000e+001	2.994030e-004
6.000000e+001	2.987490e-004
6.000000e+001	2.980120e-004
6.000000e+001	2.974960e-004
6.000000e+001	2.961110e-004
6.000000e+001	2.952000e-004
6.000000e+001	2.939350e-004
6.000000e+001	2.931830e-004
6.000000e+001	2.929420e-004
6.000000e+001	2.912580e-004
6.000000e+001	2.894350e-004
6.000000e+001	2.882500e-004
6.000000e+001	2.885130e-004
6.000000e+001	2.887250e-004
6.000000e+001	2.882400e-004
6.000000e+001	2.870500e-004
6.000000e+001	2.856940e-004
6.000000e+001	2.865020e-004
6.000000e+001	2.852270e-004
6.000000e+001	2.827450e-004
6.000000e+001	2.820020e-004
6.000000e+001	2.814810e-004
6.000000e+001	2.806260e-004
6.000000e+001	2.796670e-004
6.000000e+001	2.795640e-004
6.000000e+001	2.784860e-004
6.000000e+001	2.778530e-004
6.000000e+001	2.783300e-004
6.000000e+001	2.786400e-004
6.000000e+001	2.786090e-004
6.000000e+001	2.792090e-004
6.000000e+001	2.806570e-004
6.000000e+001	2.806710e-004
6.000000e+001	2.806780e-004
6.000000e+001	2.791910e-004
6.000000e+001	2.760450e-004
6.000000e+001	2.729880e-004
6.000000e+001	2.705530e-004
6.000000e+001	2.706950e-004
6.000000e+001	2.704400e-004
6.000000e+001	2.701370e-004
6.000000e+001	2.691800e-004
6.000000e+001	2.682240e-004
6.000000e+001	2.661980e-004
6.000000e+001	2.649030e-004
6.000000e+001	2.638460e-004
6.000000e+001	2.623130e-004
6.000000e+001	2.610230e-004
6.000000e+001	2.599410e-004
6.000000e+001	2.595720e-004
6.000000e+001	2.572350e-004
6.000000e+001	2.555390e-004
6.000000e+001	2.543940e-004
6.000000e+001	2.536900e-004
6.000000e+001	2.535530e-004
6.000000e+001	2.522690e-004
6.000000e+001	2.514000e-004
6.000000e+001	2.502430e-004
6.000000e+001	2.492780e-004
6.000000e+001	2.484340e-004
6.000000e+001	2.473230e-004
6.000000e+001	2.474760e-004
6.000000e+001	2.476310e-004
6.000000e+001	2.459110e-004
6.000000e+001	2.449910e-004
6.000000e+001	2.446500e-004
6.000000e+001	2.449030e-004
6.000000e+001	2.434580e-004
6.000000e+001	2.420720e-004
6.000000e+001	2.410740e-004
6.000000e+001	2.403310e-004
6.000000e+001	2.410290e-004
6.000000e+001	2.381940e-004
6.000000e+001	2.371970e-004
6.000000e+001	2.362640e-004
6.000000e+001	2.357690e-004
6.000000e+001	2.352830e-004
6.000000e+001	2.356500e-004
6.000000e+001	2.349340e-004
6.000000e+001	2.341260e-004
6.000000e+001	2.338800e-004
6.000000e+001	2.327610e-004
6.000000e+001	2.323020e-004
6.000000e+001	2.318910e-004
6.000000e+001	2.316350e-004
6.000000e+001	2.303480e-004
6.000000e+001	2.290580e-004
6.000000e+001	2.279450e-004
6.000000e+001	2.272080e-004
6.000000e+001	2.273720e-004
6.000000e+001	2.282790e-004
6.000000e+001	2.267190e-004
6.000000e+001	2.264930e-004
6.000000e+001	2.268760e-004
6.000000e+001	2.251550e-004
6.000000e+001	2.243840e-004
6.000000e+001	2.243210e-004
6.000000e+001	2.237840e-004
6.000000e+001	2.232400e-004
6.000000e+001	2.225530e-004
6.000000e+001	2.206660e-004
6.000000e+001	2.198160e-004
6.000000e+001	2.192810e-004
6.000000e+001	2.173100e-004
6.000000e+001	2.164680e-004
6.000000e+001	2.156760e-004
6.000000e+001	2.143530e-004
6.000000e+001	2.133570e-004
6.000000e+001	2.123000e-004
6.000000e+001	2.119350e-004
6.000000e+001	2.111020e-004
6.000000e+001	2.102700e-004
6.000000e+001	2.101160e-004
6.000000e+001	2.094800e-004
6.000000e+001	2.091610e-004
6.000000e+001	2.084640e-004
6.000000e+001	2.088430e-004
6.000000e+001	2.096920e-004
6.000000e+001	2.084610e-004
6.000000e+001	2.069520e-004
6.000000e+001	2.059740e-004
6.000000e+001	2.039650e-004
6.000000e+001	2.036430e-004
6.000000e+001	2.025410e-004
6.000000e+001	2.013960e-004
6.000000e+001	2.022560e-004
6.000000e+001	2.012510e-004
6.000000e+001	2.011720e-004
6.000000e+001	2.015730e-004
6.000000e+001	2.013000e-004
6.000000e+001	2.010940e-004
6.000000e+001	2.016210e-004
6.000000e+001	2.018580e-004
6.000000e+001	2.004850e-004
6.000000e+001	2.009590e-004
6.000000e+001	2.003920e-004
6.000000e+001	2.006110e-004
6.000000e+001	2.009650e-004
6.000000e+001	2.006280e-004
6.000000e+001	2.005210e-004
6.000000e+001	2.001730e-004
6.000000e+001	1.994580e-004
6.000000e+001	1.982710e-004
6.000000e+001	1.974430e-004
6.000000e+001	1.961390e-004
6.000000e+001	1.963680e-004
6.000000e+001	1.958490e-004
6.000000e+001	1.954900e-004
6.000000e+001	1.936990e-004
6.000000e+001	1.931500e-004
6.000000e+001	1.901700e-004
6.000000e+001	1.890030e-004
6.000000e+001	1.880300e-004
6.000000e+001	1.874770e-004
6.000000e+001	1.864910e-004
6.000000e+001	1.856380e-004
6.000000e+001	1.844140e-004
6.000000e+001	1.840280e-004
6.000000e+001	1.833610e-004
6.000000e+001	1.821580e-004
6.000000e+001	1.819430e-004
6.000000e+001	1.821100e-004
6.000000e+001	1.821340e-004
6.000000e+001	1.822150e-004
6.000000e+001	1.825240e-004
6.000000e+001	1.826310e-004
6.000000e+001	1.827340e-004
6.000000e+001	1.833040e-004
6.000000e+001	1.832570e-004
6.000000e+001	1.819540e-004
6.000000e+001	1.822220e-004
6.000000e+001	1.829050e-004
6.000000e+001	1.825220e-004
6.000000e+001	1.819930e-004
6.000000e+001	1.809790e-004
6.000000e+001	1.812160e-004
6.000000e+001	1.800730e-004
6.000000e+001	1.786740e-004
6.000000e+001	1.774160e-004
6.000000e+001	1.764390e-004
6.000000e+001	1.761510e-004
6.000000e+001	1.760030e-004
6.000000e+001	1.755870e-004
6.000000e+001	1.749790e-004
6.000000e+001	1.752250e-004
6.000000e+001	1.745710e-004
6.000000e+001	1.736120e-004
6.000000e+001	1.728360e-004
6.000000e+001	1.719920e-004
6.000000e+001	1.715580e-004
6.000000e+001	1.710590e-004
6.000000e+001	1.703560e-004
6.000000e+001	1.700060e-004
6.000000e+001	1.697880e-004
6.000000e+001	1.690450e-004
6.000000e+001	1.691940e-004
6.000000e+001	1.689850e-004
6.000000e+001	1.684610e-004
6.000000e+001	1.680390e-004
6.000000e+001	1.675910e-004
6.000000e+001	1.668580e-004
6.000000e+001	1.665220e-004
6.000000e+001	1.665900e-004
6.000000e+001	1.658870e-004
6.000000e+001	1.659420e-004
6.000000e+001	1.664450e-004
6.000000e+001	1.673010e-004
6.000000e+001	1.679470e-004
6.000000e+001	1.670220e-004
6.000000e+001	1.661500e-004
6.000000e+001	1.655220e-004
6.000000e+001	1.648130e-004
6.000000e+001	1.645360e-004
6.000000e+001	1.646270e-004
6.000000e+001	1.645290e-004
6.000000e+001	1.636470e-004
6.000000e+001	1.631960e-004
6.000000e+001	1.634850e-004
6.000000e+001	1.631410e-004
6.000000e+001	1.635160e-004
6.000000e+001	1.635850e-004
6.000000e+001	1.632700e-004
6.000000e+001	1.637370e-004
6.000000e+001	1.639300e-004
6.000000e+001	1.643400e-004
6.000000e+001	1.644560e-004
6.000000e+001	1.649260e-004
6.000000e+001	1.648440e-004
6.000000e+001	1.652150e-004
6.000000e+001	1.644750e-004
6.000000e+001	1.634370e-004
6.000000e+001	1.639610e-004
6.000000e+001	1.624860e-004
6.000000e+001	1.625270e-004
6.000000e+001	1.613300e-004
6.000000e+001	1.602260e-004
6.000000e+001	1.593300e-004
6.000000e+001	1.593220e-004
6.000000e+001	1.600430e-004
6.000000e+001	1.596980e-004
6.000000e+001	1.592430e-004
6.000000e+001	1.593670e-004
6.000000e+001	1.586660e-004
6.000000e+001	1.579160e-004
6.000000e+001	1.585050e-004
6.000000e+001	1.571290e-004
6.000000e+001	1.547650e-004
6.000000e+001	1.537910e-004
6.000000e+001	1.530950e-004
6.000000e+001	1.526750e-004
6.000000e+001	1.522240e-004
6.000000e+001	1.516620e-004
6.000000e+001	1.524370e-004
6.000000e+001	1.510330e-004
6.000000e+001	1.501650e-004
6.000000e+001	1.508640e-004
6.000000e+001	1.502230e-004
6.000000e+001	1.509290e-004
6.000000e+001	1.503550e-004
6.000000e+001	1.503030e-004
6.000000e+001	1.497310e-004
6.000000e+001	1.488200e-004
6.000000e+001	1.481650e-004
6.000000e+001	1.477040e-004
6.000000e+001	1.470420e-004
6.000000e+001	1.464890e-004
6.000000e+001	1.461460e-004
6.000000e+001	1.461580e-004
6.000000e+001	1.455520e-004
6.000000e+001	1.453570e-004
6.000000e+001	1.459050e-004
6.000000e+001	1.457440e-004
6.000000e+001	1.444100e-004
6.000000e+001	1.437280e-004
6.000000e+001	1.434520e-004
6.000000e+001	1.432510e-004
6.000000e+001	1.426960e-004
6.000000e+001	1.424850e-004
6.000000e+001	1.420600e-004
6.000000e+001	1.416960e-004
6.000000e+001	1.414180e-004
6.000000e+001	1.412080e-004
6.000000e+001	1.407420e-004
6.000000e+001	1.405930e-004
6.000000e+001	1.409110e-004
6.000000e+001	1.407040e-004
6.000000e+001	1.402050e-004
6.000000e+001	1.399220e-004
6.000000e+001	1.429000e-004
6.000000e+001	1.405820e-004
6.000000e+001	1.399470e-004
6.000000e+001	1.410880e-004
6.000000e+001	1.404110e-004
6.000000e+001	1.395080e-004
6.000000e+001	1.390960e-004
6.000000e+001	1.387570e-004
6.000000e+001	1.384820e-004
6.000000e+001	1.381030e-004
6.000000e+001	1.380270e-004
6.000000e+001	1.382370e-004
6.000000e+001	1.371200e-004
6.000000e+001	1.368040e-004
6.000000e+001	1.366460e-004
6.000000e+001	1.366340e-004
6.000000e+001	1.360370e-004
6.000000e+001	1.365610e-004
6.000000e+001	1.355470e-004
6.000000e+001	1.362440e-004
6.000000e+001	1.358410e-004
6.000000e+001	1.354020e-004
6.000000e+001	1.347840e-004
6.000000e+001	1.345800e-004
6.000000e+001	1.342630e-004
6.000000e+001	1.342040e-004
6.000000e+001	1.345570e-004
6.000000e+001	1.350850e-004
6.000000e+001	1.361870e-004
6.000000e+001	1.372660e-004
6.000000e+001	1.364080e-004
6.000000e+001	1.350550e-004
6.000000e+001	1.351940e-004
6.000000e+001	1.340160e-004
6.000000e+001	1.334420e-004
6.000000e+001	1.337860e-004
6.000000e+001	1.329590e-004
6.000000e+001	1.328180e-004
6.000000e+001	1.322430e-004
6.000000e+001	1.321810e-004
6.000000e+001	1.318910e-004
6.000000e+001	1.319700e-004
6.000000e+001	1.318220e-004
6.000000e+001	1.323670e-004
6.000000e+001	1.312080e-004
6.000000e+001	1.307710e-004
6.000000e+001	1.304170e-004
6.000000e+001	1.303640e-004
6.000000e+001	1.299610e-004
6.000000e+001	1.298420e-004
6.000000e+001	1.298000e-004
6.000000e+001	1.295920e-004
6.000000e+001	1.294470e-004
6.000000e+001	1.290080e-004
6.000000e+001	1.289580e-004
6.000000e+001	1.288750e-004
6.000000e+001	1.290170e-004
6.000000e+001	1.284200e-004
6.000000e+001	1.281080e-004
6.000000e+001	1.283070e-004
6.000000e+001	1.282090e-004
6.000000e+001	1.299120e-004
6.000000e+001	1.287580e-004
6.000000e+001	1.277650e-004
6.000000e+001	1.262400e-004
6.000000e+001	1.257900e-004
6.000000e+001	1.257080e-004
6.000000e+001	1.254620e-004
6.000000e+001	1.252150e-004
6.000000e+001	1.250530e-004
6.000000e+001	1.249090e-004
6.000000e+001	1.244530e-004
6.000000e+001	1.242760e-004
6.000000e+001	1.244240e-004
6.000000e+001	1.244620e-004
6.000000e+001	1.245760e-004
6.000000e+001	1.244070e-004
6.000000e+001	1.241520e-004
6.000000e+001	1.238890e-004
6.000000e+001	1.239620e-004
6.000000e+001	1.238950e-004
6.000000e+001	1.238930e-004
6.000000e+001	1.234050e-004
6.000000e+001	1.231200e-004
6.000000e+001	1.232710e-004
6.000000e+001	1.233970e-004
6.000000e+001	1.231700e-004
6.000000e+001	1.231010e-004
6.000000e+001	1.225190e-004
6.000000e+001	1.227370e-004
6.000000e+001	1.225310e-004
6.000000e+001	1.225000e-004
6.000000e+001	1.223160e-004
6.000000e+001	1.217540e-004
6.000000e+001	1.214970e-004
6.000000e+001	1.211880e-004
6.000000e+001	1.209880e-004
6.000000e+001	1.208490e-004
6.000000e+001	1.206350e-004
6.000000e+001	1.208340e-004
6.000000e+001	1.208430e-004
6.000000e+001	1.208430e-004
6.000000e+001	1.211190e-004
6.000000e+001	1.205740e-004
6.000000e+001	1.202530e-004
6.000000e+001	1.201820e-004
6.000000e+001	1.198830e-004
6.000000e+001	1.195770e-004
6.000000e+001	1.191830e-004
6.000000e+001	1.189980e-004
6.000000e+001	1.186820e-004
6.000000e+001	1.187240e-004
6.000000e+001	1.190780e-004
6.000000e+001	1.198290e-004
6.000000e+001	1.200050e-004
6.000000e+001	1.209130e-004
6.000000e+001	1.209460e-004
6.000000e+001	1.215340e-004
6.000000e+001	1.219580e-004
6.000000e+001	1.221660e-004
6.000000e+001	1.221390e-004
6.000000e+001	1.222050e-004
6.000000e+001	1.221940e-004
6.000000e+001	1.215890e-004
6.000000e+001	1.211320e-004
6.000000e+001	1.206520e-004
6.000000e+001	1.200870e-004
6.000000e+001	1.202680e-004
6.000000e+001	1.197380e-004
6.000000e+001	1.195450e-004
6.000000e+001	1.192300e-004
6.000000e+001	1.190840e-004
6.000000e+001	1.183810e-004
6.000000e+001	1.179810e-004
6.000000e+001	1.177050e-004
6.000000e+001	1.174380e-004
6.000000e+001	1.170670e-004
6.000000e+001	1.174720e-004
6.000000e+001	1.169500e-004
6.000000e+001	1.164200e-004
6.000000e+001	1.163900e-004
6.000000e+001	1.162930e-004
6.000000e+001	1.158650e-004
6.000000e+001	1.157520e-004
6.000000e+001	1.153670e-004
6.000000e+001	1.151050e-004
6.000000e+001	1.148510e-004
6.000000e+001	1.147670e-004
6.000000e+001	1.148990e-004
6.000000e+001	1.146150e-004
6.000000e+001	1.141880e-004
6.000000e+001	1.140120e-004
6.000000e+001	1.138170e-004
6.000000e+001	1.135690e-004
6.000000e+001	1.133810e-004
6.000000e+001	1.131870e-004
6.000000e+001	1.137790e-004
6.000000e+001	1.132900e-004
6.000000e+001	1.134620e-004
6.000000e+001	1.135020e-004
6.000000e+001	1.137570e-004
6.000000e+001	1.134730e-004
6.000000e+001	1.132900e-004
6.000000e+001	1.132870e-004
6.000000e+001	1.132350e-004
6.000000e+001	1.132030e-004
6.000000e+001	1.135690e-004
6.000000e+001	1.139090e-004
6.000000e+001	1.157090e-004
6.000000e+001	1.156260e-004
6.000000e+001	1.139140e-004
6.000000e+001	1.131180e-004
6.000000e+001	1.124460e-004
6.000000e+001	1.117920e-004
6.000000e+001	1.115740e-004
6.000000e+001	1.119450e-004
6.000000e+001	1.114150e-004
6.000000e+001	1.109870e-004
6.000000e+001	1.106980e-004
6.000000e+001	1.107830e-004
6.000000e+001	1.107200e-004
6.000000e+001	1.107160e-004
6.000000e+001	1.104570e-004
6.000000e+001	1.102010e-004
6.000000e+001	1.100820e-004
6.000000e+001	1.099670e-004
6.000000e+001	1.102080e-004
6.000000e+001	1.101550e-004
6.000000e+001	1.102330e-004
6.000000e+001	1.100660e-004
6.000000e+001	1.107140e-004
6.000000e+001	1.109840e-004
6.000000e+001	1.111790e-004
6.000000e+001	1.113110e-004
6.000000e+001	1.114470e-004
6.000000e+001	1.109350e-004
6.000000e+001	1.112810e-004
6.000000e+001	1.109640e-004
6.000000e+001	1.106350e-004
6.000000e+001	1.103130e-004
6.000000e+001	1.097790e-004
6.000000e+001	1.095110e-004
6.000000e+001	1.091390e-004
6.000000e+001	1.088590e-004
6.000000e+001	1.083460e-004
6.000000e+001	1.081160e-004
6.000000e+001	1.083120e-004
6.000000e+001	1.084680e-004
6.000000e+001	1.086930e-004
6.000000e+001	1.089420e-004
6.000000e+001	1.085080e-004
6.000000e+001	1.080940e-004
6.000000e+001	1.081070e-004
6.000000e+001	1.080090e-004
6.000000e+001	1.080500e-004
6.000000e+001	1.079750e-004
6.000000e+001	1.073190e-004
6.000000e+001	1.067040e-004
6.000000e+001	1.059100e-004
6.000000e+001	1.061810e-004
6.000000e+001	1.057740e-004
6.000000e+001	1.057660e-004
6.000000e+001	1.052160e-004
6.000000e+001	1.048910e-004
6.000000e+001	1.045630e-004
6.000000e+001	1.044660e-004
6.000000e+001	1.044500e-004
6.000000e+001	1.041600e-004
6.000000e+001	1.039610e-004
6.000000e+001	1.037990e-004
6.000000e+001	1.043870e-004
6.000000e+001	1.039440e-004
6.000000e+001	1.035030e-004
6.000000e+001	1.035930e-004
6.000000e+001	1.031190e-004
6.000000e+001	1.028590e-004
6.000000e+001	1.026840e-004
6.000000e+001	1.025670e-004
6.000000e+001	1.023500e-004
6.000000e+001	1.028290e-004
6.000000e+001	1.024430e-004
6.000000e+001	1.021990e-004
6.000000e+001	1.020490e-004
6.000000e+001	1.021780e-004
6.000000e+001	1.019600e-004
6.000000e+001	1.025190e-004
6.000000e+001	1.021880e-004
6.000000e+001	1.021350e-004
6.000000e+001	1.019880e-004
6.000000e+001	1.018350e-004
6.000000e+001	1.018560e-004
6.000000e+001	1.017940e-004
6.000000e+001	1.017390e-004
6.000000e+001	1.017450e-004
6.000000e+001	1.017990e-004
6.000000e+001	1.017160e-004
6.000000e+001	1.015940e-004
6.000000e+001	1.016210e-004
6.000000e+001	1.015430e-004
6.000000e+001	1.012640e-004
6.000000e+001	1.009370e-004
6.000000e+001	1.009590e-004
6.000000e+001	1.008270e-004
6.000000e+001	1.008650e-004
6.000000e+001	1.007800e-004
6.000000e+001	1.005630e-004
6.000000e+001	1.002460e-004
6.000000e+001	1.001830e-004
6.000000e+001	9.985080e-005
6.000000e+001	9.985470e-005
6.000000e+001	9.976300e-005
6.000000e+001	9.947030e-005
6.000000e+001	9.940400e-005
6.000000e+001	9.936660e-005
6.000000e+001	9.905030e-005
6.000000e+001	9.887670e-005
6.000000e+001	9.876290e-005
6.000000e+001	9.867210e-005
6.000000e+001	9.861300e-005
6.000000e+001	9.935410e-005
6.000000e+001	9.945190e-005
6.000000e+001	9.906220e-005
6.000000e+001	9.891080e-005
6.000000e+001	9.864650e-005
6.000000e+001	9.860090e-005
6.000000e+001	9.847310e-005
6.000000e+001	9.914770e-005
6.000000e+001	9.843650e-005
6.000000e+001	9.810890e-005
6.000000e+001	9.791210e-005
6.000000e+001	9.789450e-005
6.000000e+001	9.808630e-005
6.000000e+001	9.824550e-005
6.000000e+001	9.792340e-005
6.000000e+001	9.786080e-005
6.000000e+001	9.764270e-005
6.000000e+001	9.787140e-005
6.000000e+001	9.848960e-005
6.000000e+001	9.844900e-005
6.000000e+001	9.826580e-005
6.000000e+001	9.757210e-005
6.000000e+001	9.755260e-005
6.000000e+001	9.817710e-005
6.000000e+001	9.740990e-005
6.000000e+001	9.720520e-005
6.000000e+001	9.651590e-005
6.000000e+001	9.633000e-005
6.000000e+001	9.614140e-005
6.000000e+001	9.646250e-005
6.000000e+001	9.658420e-005
6.000000e+001	9.625490e-005
6.000000e+001	9.609780e-005
6.000000e+001	9.593830e-005
6.000000e+001	9.633850e-005
6.000000e+001	9.686090e-005
6.000000e+001	9.672980e-005
6.000000e+001	9.641350e-005
6.000000e+001	9.618680e-005
6.000000e+001	9.578110e-005
6.000000e+001	9.567060e-005
6.000000e+001	9.570330e-005
6.000000e+001	9.552540e-005
6.000000e+001	9.513760e-005
6.000000e+001	9.510330e-005
6.000000e+001	9.517130e-005
6.000000e+001	9.510340e-005
6.000000e+001	9.481270e-005
6.000000e+001	9.467370e-005
6.000000e+001	9.458190e-005
6.000000e+001	9.461640e-005
6.000000e+001	9.425200e-005
6.000000e+001	9.414320e-005
6.000000e+001	9.391460e-005
6.000000e+001	9.394760e-005
6.000000e+001	9.374750e-005
6.000000e+001	9.365630e-005
6.000000e+001	9.357490e-005
6.000000e+001	9.334240e-005
6.000000e+001	9.327820e-005
6.000000e+001	9.330460e-005
6.000000e+001	9.324260e-005
6.000000e+001	9.306750e-005
6.000000e+001	9.334810e-005
6.000000e+001	9.309380e-005
6.000000e+001	9.290970e-005
6.000000e+001	9.283960e-005
6.000000e+001	9.295360e-005
6.000000e+001	9.307970e-005
6.000000e+001	9.281040e-005
6.000000e+001	9.354710e-005
6.000000e+001	9.303700e-005
6.000000e+001	9.254020e-005
6.000000e+001	9.240300e-005
6.000000e+001	9.220020e-005
6.000000e+001	9.223280e-005
6.000000e+001	9.215480e-005
6.000000e+001	9.190900e-005
6.000000e+001	9.180950e-005
6.000000e+001	9.178080e-005
6.000000e+001	9.211910e-005
6.000000e+001	9.268630e-005
6.000000e+001	9.220050e-005
6.000000e+001	9.189600e-005
6.000000e+001	9.155490e-005
6.000000e+001	9.137760e-005
6.000000e+001	9.127930e-005
6.000000e+001	9.177980e-005
6.000000e+001	9.164990e-005
6.000000e+001	9.187180e-005
6.000000e+001	9.122470e-005
6.000000e+001	9.099950e-005
6.000000e+001	9.084010e-005
6.000000e+001	9.078150e-005
6.000000e+001	9.066500e-005
