1	-3.75638
2	-6.70928
3	13.14851
4	-8.4474
5	-35.26003
6	-23.78543
7	7.10282
8	-64.93305
9	7.62164
10	9.29011
11	105.9332
12	98.13154
13	-111.32497
14	3.8908
15	126.91414
16	77.29256
17	71.60886
18	-68.02231
19	-30.82835
20	113.56141
21	51.40551
22	-106.22538
23	45.9063
24	189.50834
25	-31.98709
26	-319.85577
27	-237.41493
28	361.92504
29	-84.28463
30	230.58685
31	296.41228
32	-303.61871
